indicatorcode,indicatorname,topic,type,uniquevisitors,pageviews,maybedisagg,derived,disaggregation,primary,estimatetypemodeledornot,i,sum_obs,mean_obs_pc,max_obs_pc,year_max,year_min,avg_year_max,avg_year_min,avg_year_avg,cy_cov,cy_cov1960,cy_cov1970,cy_cov1980,cy_cov1990,cy_cov2000,cy_cov2010
sh.uhc.nop1.zs,Proportion of population pushed below the $1.90 ($ 2011 PPP) poverty line by out-of-pocket health care expenditure (%),Health: Universal Health Coverage,Primary,195,435,0,0,0,1,,SH.UHC.NOP1.ZS,510,2.350230415,18,2015,1984,2008.1417,2000.7084,2004.4644,0.039170507,0,0,0.000921659,0.039631337,0.13824885,0.056221198
sh.uhc.nop2.cg,Increase in poverty gap at $3.10 ($ 2011 PPP) poverty line due to out-of-pocket health care expenditure (USD),Health: Universal Health Coverage,Derived,244,315,0,1,0,0,,SH.UHC.NOP2.CG,510,2.350230415,18,2015,1984,2008.1417,2000.7084,2004.4644,0.039170507,0,0,0.000921659,0.039631337,0.13824885,0.056221198
sh.uhc.nop2.to,Number of people pushed below the $3.10 ($ 2011 PPP) poverty line by out-of-pocket health care expenditure,Health: Universal Health Coverage,Primary,104,193,0,0,0,1,,SH.UHC.NOP2.TO,510,2.350230415,18,2015,1984,2008.1417,2000.7084,2004.4644,0.039170507,0,0,0.000921659,0.039631337,0.13824885,0.056221198
sh.uhc.nop2.zg,Increase in poverty gap at $3.10 ($ 2011 PPP) poverty line due to out-of-pocket health care expenditure (% of poverty line),Health: Universal Health Coverage,Derived,77,118,0,1,0,0,,SH.UHC.NOP2.ZG,510,2.350230415,18,2015,1984,2008.1417,2000.7084,2004.4644,0.039170507,0,0,0.000921659,0.039631337,0.13824885,0.056221198
sh.uhc.nop2.zs,Proportion of population pushed below the $3.10 ($ 2011 PPP) poverty line by out-of-pocket health care expenditure (%),Health: Universal Health Coverage,Primary,114,201,0,0,0,1,,SH.UHC.NOP2.ZS,510,2.350230415,18,2015,1984,2008.1417,2000.7084,2004.4644,0.039170507,0,0,0.000921659,0.039631337,0.13824885,0.056221198
sh.uhc.oopc.10.to,Number of people spending more than 10% of household consumption or income on out-of-pocket health care expenditure,Health: Universal Health Coverage,Primary,825,1324,0,0,0,1,,SH.UHC.OOPC.10.TO,548,2.525345622,18,2015,1984,2007.6794,1999.4885,2003.6409,0.042089093,0,0,0.001382489,0.050230414,0.14423963,0.056682028
sh.uhc.oopc.10.zs,Proportion of population spending more than 10% of household consumption or income on out-of-pocket health care expenditure (%),Health: Universal Health Coverage,Primary,241,434,0,0,0,1,,SH.UHC.OOPC.10.ZS,548,2.525345622,18,2015,1984,2007.6794,1999.4885,2003.6409,0.042089093,0,0,0.001382489,0.050230414,0.14423963,0.056682028
sh.uhc.oopc.25.to,Number of people spending more than 25% of household consumption or income on out-of-pocket health care expenditure,Health: Universal Health Coverage,Primary,470,683,0,0,0,1,,SH.UHC.OOPC.25.TO,548,2.525345622,18,2015,1984,2007.6794,1999.4885,2003.6409,0.042089093,0,0,0.001382489,0.050230414,0.14423963,0.056682028
sh.uhc.oopc.25.zs,Proportion of population spending more than 25% of household consumption or income on out-of-pocket health care expenditure (%),Health: Universal Health Coverage,Primary,295,622,0,0,0,1,,SH.UHC.OOPC.25.ZS,548,2.525345622,18,2015,1984,2007.6794,1999.4885,2003.6409,0.042089093,0,0,0.001382489,0.050230414,0.14423963,0.056682028
sh.uhc.srvs.cv.xd,UHC service coverage index,Health: Universal Health Coverage,Primary,955,1660,0,0,0,1,,SH.UHC.SRVS.CV.XD,130,0.599078341,1,2015,2015,2015,2015,2015,0.00998464,0,0,0,0,0,0.059907835
sh.vac.ttns.zs,Newborns protected against tetanus (%),Health: Reproductive health,Primary,142,233,0,0,0,1,,SH.VAC.TTNS.ZS,3568,16.44239631,38,2017,1980,2017,1984.3396,2000.6698,0.27403992,0,0,0.31797236,0.45760369,0.47834101,0.3903226
sh.xpd.chex.gd.zs,Current health expenditure (% of GDP),Health: Health systems,Primary,49340,120771,0,0,0,1,,SH.XPD.CHEX.GD.ZS,3170,14.60829493,17,2016,2000,2015.9471,2000.1746,2008.0608,0.24347158,0,0,0,0,0.85852534,0.60230416
sh.xpd.chex.pc.cd,Current health expenditure per capita (current US$),Health: Health systems,Derived,15371,37826,0,1,0,0,,SH.XPD.CHEX.PC.CD,3169,14.60368664,17,2016,2000,2015.9418,2000.1746,2008.0582,0.24339478,0,0,0,0,0.85852534,0.6018433
sh.xpd.chex.pp.cd,"Current health expenditure per capita, PPP (current international $)",Health: Health systems,Derived,4837,10996,0,1,0,0,,SH.XPD.CHEX.PP.CD,3168,14.59907834,17,2016,2000,2015.9365,2000.1746,2008.0555,0.24331798,0,0,0,0,0.85852534,0.60138249
sh.xpd.ehex.ch.zs,External health expenditure (% of current health expenditure),Health: Health systems,Disaggregation,1035,1857,0,0,1,0,,SH.XPD.EHEX.CH.ZS,2691,12.40092166,17,2016,2000,2015.8479,2001.0117,2008.4335,0.20668203,0,0,0,0,0.718894,0.52119815
sh.xpd.ehex.pc.cd,External health expenditure per capita (current US$),Health: Health systems,Derived,571,1044,0,1,0,0,,SH.XPD.EHEX.PC.CD,2690,12.39631336,17,2016,2000,2015.8422,2001.0117,2008.4305,0.20660523,0,0,0,0,0.718894,0.52073735
sh.xpd.ehex.pp.cd,"External health expenditure per capita, PPP (current international $)",Health: Health systems,Derived,1718,2790,0,1,0,0,,SH.XPD.EHEX.PP.CD,2689,12.39170507,17,2016,2000,2015.8363,2001.0117,2008.4276,0.20652841,0,0,0,0,0.718894,0.52027649
sh.xpd.ghed.ch.zs,Domestic general government health expenditure (% of current health expenditure),Health: Health systems,Disaggregation,2747,5712,0,0,1,0,,SH.XPD.GHED.CH.ZS,3170,14.60829493,17,2016,2000,2015.9471,2000.1746,2008.0608,0.24347158,0,0,0,0,0.85852534,0.60230416
sh.xpd.ghed.gd.zs,Domestic general government health expenditure (% of GDP),Health: Health systems,Disaggregation,2078,4859,0,0,1,0,,SH.XPD.GHED.GD.ZS,3170,14.60829493,17,2016,2000,2015.9471,2000.1746,2008.0608,0.24347158,0,0,0,0,0.85852534,0.60230416
sh.xpd.ghed.ge.zs,Domestic general government health expenditure (% of general government expenditure),Health: Health systems,Disaggregation,1208,2812,0,0,1,0,,SH.XPD.GHED.GE.ZS,3173,14.62211982,17,2016,2000,2015.9948,2000.1799,2008.0771,0.24370199,0,0,0,0,0.85806453,0.60414743
sh.xpd.ghed.pc.cd,Domestic general government health expenditure per capita (current US$),Health: Health systems,Derived,1959,3807,0,1,0,0,,SH.XPD.GHED.PC.CD,3169,14.60368664,17,2016,2000,2015.9418,2000.1746,2008.0582,0.24339478,0,0,0,0,0.85852534,0.6018433
sh.xpd.ghed.pp.cd,"Domestic general government health expenditure per capita, PPP (current international $)",Health: Health systems,Derived,1806,3022,0,1,0,0,,SH.XPD.GHED.PP.CD,3168,14.59907834,17,2016,2000,2015.9365,2000.1746,2008.0555,0.24331798,0,0,0,0,0.85852534,0.60138249
sh.xpd.oopc.ch.zs,Out-of-pocket expenditure (% of current health expenditure),Health: Health systems,Primary,6648,15701,0,0,0,1,,SH.XPD.OOPC.CH.ZS,3159,14.55760369,17,2016,2000,2015.9471,2000.2328,2008.09,0.24262673,0,0,0,0,0.8534562,0.60230416
sh.xpd.oopc.pc.cd,Out-of-pocket expenditure per capita (current US$),Health: Health systems,Derived,972,2030,0,1,0,0,,SH.XPD.OOPC.PC.CD,3155,14.53917051,17,2016,2000,2015.9418,2000.2487,2008.0952,0.24231951,0,0,0,0,0.85207373,0.6018433
sh.xpd.oopc.pp.cd,"Out-of-pocket expenditure per capita, PPP (current international $)",Health: Health systems,Derived,1062,1846,0,1,0,0,,SH.XPD.OOPC.PP.CD,3154,14.53456221,17,2016,2000,2015.9365,2000.2487,2008.0927,0.24224271,0,0,0,0,0.85207373,0.60138249
sh.xpd.pvtd.ch.zs,Domestic private health expenditure (% of current health expenditure),Health: Health systems,Disaggregation,1105,2716,0,0,1,0,,SH.XPD.PVTD.CH.ZS,3170,14.60829493,17,2016,2000,2015.9471,2000.1746,2008.0608,0.24347158,0,0,0,0,0.85852534,0.60230416
sh.xpd.pvtd.pc.cd,Domestic private health expenditure per capita (current US$),Health: Health systems,Derived,598,1085,0,1,0,0,,SH.XPD.PVTD.PC.CD,3169,14.60368664,17,2016,2000,2015.9418,2000.1746,2008.0582,0.24339478,0,0,0,0,0.85852534,0.6018433
sh.xpd.pvtd.pp.cd,"Domestic private health expenditure per capita, PPP  (current international $)",Health: Health systems,Derived,115,235,0,1,0,0,,SH.XPD.PVTD.PP.CD,3168,14.59907834,17,2016,2000,2015.9365,2000.1746,2008.0555,0.24331798,0,0,0,0,0.85852534,0.60138249
si.dst.02nd.20,Income share held by second 20%,Poverty: Income distribution,Primary,1584,3299,1,0,0,1,,SI.DST.02ND.20,1486,6.847926267,33,2017,1979,2013.25,1995.5549,2005.2271,0.11413211,0,0.001382489,0.035483871,0.11520737,0.28801844,0.24470046
si.dst.03rd.20,Income share held by third 20%,Poverty: Income distribution,Primary,1055,2106,1,0,0,1,,SI.DST.03RD.20,1486,6.847926267,33,2017,1979,2013.25,1995.5549,2005.2271,0.11413211,0,0.001382489,0.035483871,0.11520737,0.28801844,0.24470046
si.dst.04th.20,Income share held by fourth 20%,Poverty: Income distribution,Primary,1090,2159,1,0,0,1,,SI.DST.04TH.20,1486,6.847926267,33,2017,1979,2013.25,1995.5549,2005.2271,0.11413211,0,0.001382489,0.035483871,0.11520737,0.28801844,0.24470046
si.dst.05th.20,Income share held by highest 20%,Poverty: Income distribution,Primary,3997,9053,1,0,0,1,,SI.DST.05TH.20,1486,6.847926267,33,2017,1979,2013.25,1995.5549,2005.2271,0.11413211,0,0.001382489,0.035483871,0.11520737,0.28801844,0.24470046
si.dst.10th.10,Income share held by highest 10%,Poverty: Income distribution,Primary,5263,13317,1,0,0,1,,SI.DST.10TH.10,1486,6.847926267,33,2017,1979,2013.25,1995.5549,2005.2271,0.11413211,0,0.001382489,0.035483871,0.11520737,0.28801844,0.24470046
si.dst.frst.10,Income share held by lowest 10%,Poverty: Income distribution,Primary,2412,6352,1,0,0,1,,SI.DST.FRST.10,1485,6.843317972,33,2017,1979,2013.3374,1995.5337,2005.2653,0.1140553,0,0.001382489,0.035483871,0.11474655,0.28801844,0.24470046
si.dst.frst.20,Income share held by lowest 20%,Poverty: Income distribution,Primary,5629,12261,1,0,0,1,,SI.DST.FRST.20,1486,6.847926267,33,2017,1979,2013.25,1995.5549,2005.2271,0.11413211,0,0.001382489,0.035483871,0.11520737,0.28801844,0.24470046
si.pov.dday,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),Poverty: Poverty rates,Primary,38658,96073,0,0,0,1,,SI.POV.DDAY,1493,6.880184332,33,2017,1977,2013.25,1995.3719,2005.1262,0.11466974,0,0.001843318,0.03640553,0.11705069,0.28801844,0.24470046
si.pov.gaps,Poverty gap at $1.90 a day (2011 PPP) (%),Poverty: Poverty rates,Primary,3542,7631,0,0,0,1,,SI.POV.GAPS,1493,6.880184332,33,2017,1977,2013.25,1995.3719,2005.1262,0.11466974,0,0.001843318,0.03640553,0.11705069,0.28801844,0.24470046
si.pov.gini,GINI index (World Bank estimate),Poverty: Income distribution,Primary,152933,448706,0,0,0,1,,SI.POV.GINI,1486,6.847926267,33,2017,1979,2013.25,1995.5549,2005.2271,0.11413211,0,0.001382489,0.035483871,0.11520737,0.28801844,0.24470046
si.pov.lmic,Poverty headcount ratio at $3.20 a day (2011 PPP) (% of population),Poverty: Poverty rates,Primary,1797,4202,0,0,0,1,,SI.POV.LMIC,1493,6.880184332,33,2017,1977,2013.25,1995.3719,2005.1262,0.11466974,0,0.001843318,0.03640553,0.11705069,0.28801844,0.24470046
si.pov.lmic.gp,Poverty gap at $3.20 a day (2011 PPP) (%),Poverty: Poverty rates,Primary,6434,11174,0,0,0,1,,SI.POV.LMIC.GP,1493,6.880184332,33,2017,1977,2013.25,1995.3719,2005.1262,0.11466974,0,0.001843318,0.03640553,0.11705069,0.28801844,0.24470046
si.pov.nagp,Poverty gap at national poverty lines (%),Poverty: Poverty rates,Primary,6017,11696,0,0,0,1,,SI.POV.NAGP,258,1.188940092,15,2015,1992,2010.6329,2004.6456,2007.6543,0.019815668,0,0,0,0.006451613,0.059907835,0.052534562
si.pov.nahc,Poverty headcount ratio at national poverty lines (% of population),Poverty: Poverty rates,Primary,42593,88217,0,0,0,1,,SI.POV.NAHC,741,3.414746544,23,2018,1985,2013.7153,2004.854,2009.3586,0.056912445,0,0,0.000921659,0.014285714,0.14562212,0.18064517
si.pov.rugp,Rural poverty gap at national poverty lines (%),Poverty: Poverty rates,Disaggregation,4995,8070,0,0,1,0,,SI.POV.RUGP,190,0.875576037,10,2015,1992,2010.2461,2004.3231,2007.2878,0.014592934,0,0,0,0.005529954,0.045161292,0.036866359
si.pov.ruhc,Rural poverty headcount ratio at national poverty lines (% of rural population),Poverty: Poverty rates,Disaggregation,4426,8388,0,0,1,0,,SI.POV.RUHC,312,1.437788018,15,2015,1985,2010.8434,2003.8193,2007.4086,0.023963135,0,0,0.00046083,0.00875576,0.074193552,0.060368665
si.pov.umic,Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),Poverty: Poverty rates,Primary,4269,10118,0,0,0,1,,SI.POV.UMIC,1493,6.880184332,33,2017,1977,2013.25,1995.3719,2005.1262,0.11466974,0,0.001843318,0.03640553,0.11705069,0.28801844,0.24470046
si.pov.umic.gp,Poverty gap at $5.50 a day (2011 PPP) (%),Poverty: Poverty rates,Primary,3018,5936,0,0,0,1,,SI.POV.UMIC.GP,1493,6.880184332,33,2017,1977,2013.25,1995.3719,2005.1262,0.11466974,0,0.001843318,0.03640553,0.11705069,0.28801844,0.24470046
si.pov.urgp,Urban poverty gap at national poverty lines (%),Poverty: Poverty rates,Disaggregation,4094,6210,0,0,1,0,,SI.POV.URGP,194,0.894009217,13,2015,1992,2010.2461,2004.2616,2007.2571,0.014900154,0,0,0,0.005529954,0.04700461,0.036866359
si.pov.urhc,Urban poverty headcount ratio at national poverty lines (% of urban population),Poverty: Poverty rates,Disaggregation,1654,3239,0,0,1,0,,SI.POV.URHC,327,1.506912442,15,2015,1985,2010.5411,2003.553,2007.1226,0.025115209,0,0,0.00046083,0.00921659,0.080184333,0.060829494
si.rmt.cost.ib.zs,Average transaction cost of sending remittances to a specific country (%),Financial Sector: Access,Primary,438,880,0,0,0,1,,SI.RMT.COST.IB.ZS,650,2.995391705,7,2017,2011,2016.7798,2011.8165,2014.2982,0.049923196,0,0,0,0,0,0.29953918
si.rmt.cost.ob.zs,Average transaction cost of sending remittances from a specific country (%),Financial Sector: Access,Primary,409,722,0,0,0,1,,SI.RMT.COST.OB.ZS,253,1.165898618,7,2017,2011,2016.9584,2012.6875,2014.8229,0.019431643,0,0,0,0,0,0.11658986
si.spr.pc40,"Survey mean consumption or income per capita, bottom 40% of population (2011 PPP $ per day)",Poverty: Shared prosperity,Primary,530,971,0,0,0,1,,SI.SPR.PC40,186,0.857142857,2,2017,2008,2015.4517,2010.7312,2013.0914,0.014285715,0,0,0,0,0.005069125,0.080645159
si.spr.pc40.zg,"Annualized average growth rate in per capita real survey mean consumption or income, bottom 40% of population (%)",Poverty: Shared prosperity,Primary,1093,1803,0,0,0,1,,SI.SPR.PC40.ZG,93,0.428571429,1,2017,2012,2015.4517,2015.4517,2015.4517,0.007142858,0,0,0,0,0,0.042857144
si.spr.pcap,"Survey mean consumption or income per capita, total population (2011 PPP $ per day)",Poverty: Shared prosperity,Primary,1361,2477,0,0,0,1,,SI.SPR.PCAP,186,0.857142857,2,2017,2008,2015.4517,2010.7312,2013.0914,0.014285715,0,0,0,0,0.005069125,0.080645159
si.spr.pcap.zg,"Annualized average growth rate in per capita real survey mean consumption or income, total population (%)",Poverty: Shared prosperity,Primary,1409,2444,0,0,0,1,,SI.SPR.PCAP.ZG,93,0.428571429,1,2017,2012,2015.4517,2015.4517,2015.4517,0.007142858,0,0,0,0,0,0.042857144
sl.agr.0714.fe.zs,"Child employment in agriculture, female (% of female economically active children ages 7-14)",Social Protection & Labor: Economic activity,Disaggregation,399,526,0,0,1,0,,SL.AGR.0714.FE.ZS,150,0.69124424,7,2016,1998,2009.8308,2004.5538,2007.2858,0.011520738,0,0,0,0.004147465,0.037327189,0.02764977
sl.agr.0714.ma.zs,"Child employment in agriculture, male (% of male economically active children ages 7-14)",Social Protection & Labor: Economic activity,Disaggregation,365,505,0,0,1,0,,SL.AGR.0714.MA.ZS,150,0.69124424,7,2016,1998,2009.8308,2004.5538,2007.2858,0.011520738,0,0,0,0.004147465,0.037327189,0.02764977
sl.agr.0714.zs,Child employment in agriculture (% of economically active children ages 7-14),Social Protection & Labor: Economic activity,Primary,233,394,1,0,0,1,,SL.AGR.0714.ZS,142,0.65437788,7,2016,1998,2009.8616,2005.123,2007.5543,0.010906299,0,0,0,0.003686636,0.034101382,0.02764977
sl.agr.empl.fe.zs,"Employment in agriculture, female (% of female employment) (modeled ILO estimate)",Social Protection & Labor: Economic activity,Primary,6027,12609,0,0,0,1,,SL.AGR.EMPL.FE.ZS,5236,24.12903226,28,2018,1991,2018,1991,2004.5,0.40215054,0,0,0,0.775576,0.86175114,0.775576
sl.agr.empl.ma.zs,"Employment in agriculture, male (% of male employment) (modeled ILO estimate)",Social Protection & Labor: Economic activity,Primary,3426,8300,0,0,0,1,,SL.AGR.EMPL.MA.ZS,5236,24.12903226,28,2018,1991,2018,1991,2004.5,0.40215054,0,0,0,0.775576,0.86175114,0.775576
sl.agr.empl.zs,Employment in agriculture (% of total employment) (modeled ILO estimate),Social Protection & Labor: Economic activity,Disaggregation,24171,51441,0,0,1,0,,SL.AGR.EMPL.ZS,5236,24.12903226,28,2018,1991,2018,1991,2004.5,0.40215054,0,0,0,0.775576,0.86175114,0.775576
sl.emp.1524.sp.fe.ne.zs,"Employment to population ratio, ages 15-24, female (%) (national estimate)",Social Protection & Labor: Economic activity,Disaggregation,557,902,0,0,1,0,,SL.EMP.1524.SP.FE.NE.ZS,2111,9.728110599,59,2018,1960,2015.0663,2002.4972,2008.918,0.16213518,0.005529954,0.011520738,0.060368665,0.16682027,0.32534564,0.40322581
sl.emp.1524.sp.fe.zs,"Employment to population ratio, ages 15-24, female (%) (modeled ILO estimate)",Social Protection & Labor: Economic activity,Disaggregation,416,629,0,0,1,0,,SL.EMP.1524.SP.FE.ZS,5236,24.12903226,28,2018,1991,2018,1991,2004.5,0.40215054,0,0,0,0.775576,0.86175114,0.775576
sl.emp.1524.sp.ma.ne.zs,"Employment to population ratio, ages 15-24, male (%) (national estimate)",Social Protection & Labor: Economic activity,Disaggregation,153,234,0,0,1,0,,SL.EMP.1524.SP.MA.NE.ZS,2112,9.732718894,59,2018,1960,2015.0718,2002.4972,2008.9211,0.16221198,0.005529954,0.011520738,0.060368665,0.16682027,0.32534564,0.40368664
sl.emp.1524.sp.ma.zs,"Employment to population ratio, ages 15-24, male (%) (modeled ILO estimate)",Social Protection & Labor: Economic activity,Disaggregation,131,206,0,0,1,0,,SL.EMP.1524.SP.MA.ZS,5236,24.12903226,28,2018,1991,2018,1991,2004.5,0.40215054,0,0,0,0.775576,0.86175114,0.775576
sl.emp.1524.sp.ne.zs,"Employment to population ratio, ages 15-24, total (%) (national estimate)",Social Protection & Labor: Economic activity,Primary,229,451,0,0,0,1,,SL.EMP.1524.SP.NE.ZS,2124,9.788018433,59,2018,1960,2015.1099,2002.4561,2008.9187,0.16313364,0.005529954,0.011520738,0.060368665,0.16682027,0.32811061,0.40645161
sl.emp.1524.sp.zs,"Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)",Social Protection & Labor: Economic activity,Primary,686,1098,0,0,0,1,,SL.EMP.1524.SP.ZS,5236,24.12903226,28,2018,1991,2018,1991,2004.5,0.40215054,0,0,0,0.775576,0.86175114,0.775576
sl.emp.mpyr.fe.zs,"Employers, female (% of female employment) (modeled ILO estimate)",Social Protection & Labor: Economic activity,Disaggregation,526,949,0,0,1,0,,SL.EMP.MPYR.FE.ZS,5236,24.12903226,28,2018,1991,2018,1991,2004.5,0.40215054,0,0,0,0.775576,0.86175114,0.775576
sl.emp.mpyr.ma.zs,"Employers, male (% of male employment) (modeled ILO estimate)",Social Protection & Labor: Economic activity,Disaggregation,149,249,0,0,1,0,,SL.EMP.MPYR.MA.ZS,5236,24.12903226,28,2018,1991,2018,1991,2004.5,0.40215054,0,0,0,0.775576,0.86175114,0.775576
sl.emp.mpyr.zs,"Employers, total (% of total employment) (modeled ILO estimate)",Social Protection & Labor: Economic activity,Primary,1530,2626,0,0,0,1,,SL.EMP.MPYR.ZS,5236,24.12903226,28,2018,1991,2018,1991,2004.5,0.40215054,0,0,0,0.775576,0.86175114,0.775576
sl.emp.self.fe.zs,"Self-employed, female (% of female employment) (modeled ILO estimate)",Social Protection & Labor: Economic activity,Disaggregation,355,737,0,0,1,0,,SL.EMP.SELF.FE.ZS,5236,24.12903226,28,2018,1991,2018,1991,2004.5,0.40215054,0,0,0,0.775576,0.86175114,0.775576
sl.emp.self.ma.zs,"Self-employed, male (% of male employment) (modeled ILO estimate)",Social Protection & Labor: Economic activity,Disaggregation,143,222,0,0,1,0,,SL.EMP.SELF.MA.ZS,5236,24.12903226,28,2018,1991,2018,1991,2004.5,0.40215054,0,0,0,0.775576,0.86175114,0.775576
sl.emp.self.zs,"Self-employed, total (% of total employment) (modeled ILO estimate)",Social Protection & Labor: Economic activity,Primary,1978,4495,0,0,0,1,,SL.EMP.SELF.ZS,5236,24.12903226,28,2018,1991,2018,1991,2004.5,0.40215054,0,0,0,0.775576,0.86175114,0.775576
sl.emp.smgt.fe.zs,Female share of employment in senior and middle management (%),Social Protection & Labor: Economic activity,Primary,814,1760,0,0,0,1,,SL.EMP.SMGT.FE.ZS,873,4.023041475,19,2018,2000,2015.4343,2006.697,2011.1024,0.067050695,0,0,0,0,0.18663594,0.2156682
sl.emp.totl.sp.fe.ne.zs,"Employment to population ratio, 15+, female (%) (national estimate)",Social Protection & Labor: Economic activity,Disaggregation,256,450,0,0,1,0,,SL.EMP.TOTL.SP.FE.NE.ZS,3058,14.0921659,59,2018,1960,2014.6294,1992.066,2004.2515,0.23486944,0.00921659,0.038709678,0.15852535,0.31105992,0.46036866,0.4313364
sl.emp.totl.sp.fe.zs,"Employment to population ratio, 15+, female (%) (modeled ILO estimate)",Social Protection & Labor: Economic activity,Disaggregation,730,1394,0,0,1,0,,SL.EMP.TOTL.SP.FE.ZS,5236,24.12903226,28,2018,1991,2018,1991,2004.5,0.40215054,0,0,0,0.775576,0.86175114,0.775576
sl.emp.totl.sp.ma.ne.zs,"Employment to population ratio, 15+, male (%) (national estimate)",Social Protection & Labor: Economic activity,Disaggregation,196,275,0,0,1,0,,SL.EMP.TOTL.SP.MA.NE.ZS,3055,14.07834101,59,2018,1960,2014.6294,1991.9746,2004.1997,0.23463902,0.00921659,0.038709678,0.15852535,0.31105992,0.45990783,0.43041474
sl.emp.totl.sp.ma.zs,"Employment to population ratio, 15+, male (%) (modeled ILO estimate)",Social Protection & Labor: Economic activity,Disaggregation,299,504,0,0,1,0,,SL.EMP.TOTL.SP.MA.ZS,5236,24.12903226,28,2018,1991,2018,1991,2004.5,0.40215054,0,0,0,0.775576,0.86175114,0.775576
sl.emp.totl.sp.ne.zs,"Employment to population ratio, 15+, total (%) (national estimate)",Social Protection & Labor: Economic activity,Primary,780,1516,0,0,0,1,,SL.EMP.TOTL.SP.NE.ZS,3219,14.83410138,59,2018,1960,2014.6749,1991.2118,2004.0228,0.24723503,0.00921659,0.043778803,0.16774194,0.3221198,0.48709679,0.45345622
sl.emp.totl.sp.zs,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",Social Protection & Labor: Economic activity,Primary,8807,20641,0,0,0,1,,SL.EMP.TOTL.SP.ZS,5236,24.12903226,28,2018,1991,2018,1991,2004.5,0.40215054,0,0,0,0.775576,0.86175114,0.775576
sl.emp.vuln.fe.zs,"Vulnerable employment, female (% of female employment) (modeled ILO estimate)",Social Protection & Labor: Economic activity,Derived,937,1729,0,1,0,0,,SL.EMP.VULN.FE.ZS,5236,24.12903226,28,2018,1991,2018,1991,2004.5,0.40215054,0,0,0,0.775576,0.86175114,0.775576
sl.emp.vuln.ma.zs,"Vulnerable employment, male (% of male employment) (modeled ILO estimate)",Social Protection & Labor: Economic activity,Derived,420,768,0,1,0,0,,SL.EMP.VULN.MA.ZS,5236,24.12903226,28,2018,1991,2018,1991,2004.5,0.40215054,0,0,0,0.775576,0.86175114,0.775576
sl.emp.vuln.zs,"Vulnerable employment, total (% of total employment) (modeled ILO estimate)",Social Protection & Labor: Economic activity,Derived,1403,2701,0,1,0,0,,SL.EMP.VULN.ZS,5236,24.12903226,28,2018,1991,2018,1991,2004.5,0.40215054,0,0,0,0.775576,0.86175114,0.775576
sl.emp.work.fe.zs,"Wage and salaried workers, female (% of female employment) (modeled ILO estimate)",Social Protection & Labor: Economic activity,Disaggregation,3637,6727,0,0,1,0,,SL.EMP.WORK.FE.ZS,5236,24.12903226,28,2018,1991,2018,1991,2004.5,0.40215054,0,0,0,0.775576,0.86175114,0.775576
sl.emp.work.ma.zs,"Wage and salaried workers, male (% of male employment) (modeled ILO estimate)",Social Protection & Labor: Economic activity,Disaggregation,4212,6950,0,0,1,0,,SL.EMP.WORK.MA.ZS,5236,24.12903226,28,2018,1991,2018,1991,2004.5,0.40215054,0,0,0,0.775576,0.86175114,0.775576
sl.emp.work.zs,"Wage and salaried workers, total (% of total employment) (modeled ILO estimate)",Social Protection & Labor: Economic activity,Primary,5212,10301,0,0,0,1,,SL.EMP.WORK.ZS,5236,24.12903226,28,2018,1991,2018,1991,2004.5,0.40215054,0,0,0,0.775576,0.86175114,0.775576
sl.fam.0714.fe.zs,"Children in employment, unpaid family workers, female (% of female children in employment, ages 7-14)",Social Protection & Labor: Economic activity,Disaggregation,22,32,0,0,1,0,,SL.FAM.0714.FE.ZS,164,0.755760369,4,2016,1999,2010.0105,2007.0631,2008.5781,0.012596007,0,0,0,0.001843318,0.032718893,0.041013826
sl.fam.0714.ma.zs,"Children in employment, unpaid family workers, male (% of male children in employment, ages 7-14)",Social Protection & Labor: Economic activity,Disaggregation,22,32,0,0,1,0,,SL.FAM.0714.MA.ZS,164,0.755760369,4,2016,1999,2010.0105,2007.0631,2008.5781,0.012596007,0,0,0,0.001843318,0.032718893,0.041013826
sl.fam.0714.zs,"Children in employment, unpaid family workers (% of children in employment, ages 7-14)",Social Protection & Labor: Economic activity,Primary,112,164,1,0,0,1,,SL.FAM.0714.ZS,164,0.755760369,4,2016,1999,2010.0105,2007.0631,2008.5781,0.012596007,0,0,0,0.001843318,0.032718893,0.041013826
sl.fam.work.fe.zs,"Contributing family workers, female (% of female employment) (modeled ILO estimate)",Social Protection & Labor: Economic activity,Disaggregation,532,1012,0,0,1,0,,SL.FAM.WORK.FE.ZS,5236,24.12903226,28,2018,1991,2018,1991,2004.5,0.40215054,0,0,0,0.775576,0.86175114,0.775576
sl.fam.work.ma.zs,"Contributing family workers, male (% of male employment) (modeled ILO estimate)",Social Protection & Labor: Economic activity,Disaggregation,373,576,0,0,1,0,,SL.FAM.WORK.MA.ZS,5236,24.12903226,28,2018,1991,2018,1991,2004.5,0.40215054,0,0,0,0.775576,0.86175114,0.775576
sl.fam.work.zs,"Contributing family workers, total (% of total employment) (modeled ILO estimate)",Social Protection & Labor: Economic activity,Primary,158,259,0,0,0,1,,SL.FAM.WORK.ZS,5236,24.12903226,28,2018,1991,2018,1991,2004.5,0.40215054,0,0,0,0.775576,0.86175114,0.775576
